"q2_clicks","q1_conf_click","q2_gender","q2_training","q2_conf","q2_scrolls","q2_color_blind","q2_time","q1_window_h","q1_a2","q1_a1","q2_condition","q2_calculation_question","q1_time","q1_condition","q1_user_id","q2_conf_click","q1_conf","q1_keydown","q2_window_h","q2_valid","q2_user_id","q1_window_w","q1_correct_a2","q1_correct_a1","q2_window_w","q2_occupation","q1_valid","q1_id","q2_comments","q2_education","q1_scrolls","q1_clicks","q2_id","q2_keydown"
13,1,"Male",1,4,10,"No",68.918,699,1000,8,3,"No",137.19,3,2599,0,4,5,699,"True",2599,1229,103,8,1229,"Building and Grounds Cleaning and Maintenance Occupations","True",21002,"","Undergraduate Degree",6,5,21033,0
13,1,"Male",1,1,0,"No",53.118,768,10,1,6,"Yes",117.731,6,2601,0,1,6,768,"True",2601,1351,103,8,1351,"Office and Administrative Support Occupations","True",20991,"I tried to compute it, and failed miserably.","High School",0,6,21016,49
6,1,"Female",1,2,0,"No",26.694,1920,95,1,5,"No",172.836,5,2602,0,2,3,1920,"True",2602,1185,103,8,1185,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21021,"","Professional School",0,6,21030,0
10,1,"Male",2,5,0,"No",27.47,1079,1000,10,5,"No",117.602,5,2603,0,5,6,1079,"True",2603,1903,103,8,1903,"Architecture and Engineering Occupations","True",21012,"","Undergraduate Degree",18,5,21022,0
13,1,"Female",1,5,1,"No",22.285,768,1000,8,4,"No",61.756,4,2604,0,5,5,768,"True",2604,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",20975,"","High School",0,5,20983,0
12,1,"Female",1,5,0,"No",45.073,902,1000,10,5,"Yes",106.028,5,2605,0,5,6,902,"True",2605,1607,103,8,1607,"Unemployed, Retired, Homemaker","True",20992,"","High School",0,5,21017,0
18,1,"Male",2,2,20,"No",28.058,740,10,1,2,"Yes",204.38,2,2606,0,2,3,740,"True",2606,1353,103,8,1353,"Unemployed, Retired, Homemaker","True",21042,"","Graduate Degree",0,8,21050,0
12,1,"Female",1,3,9,"No",64.904,705,100,2,6,"Unsure",66.633,6,2609,0,3,11,705,"True",2609,1349,103,8,1349,"Unemployed, Retired, Homemaker","True",21001,"n/a","High School",0,5,21031,3
10,1,"Female",1,4,23,"No",39.45,603,1000,10,0,"No",54.64,0,2610,0,4,6,603,"True",2610,1076,103,8,1076,"Personal Care and Service Occupations","True",20980,"","High School",0,5,20995,0
14,1,"Male",1,4,1,"No",31.879,686,103,8,3,"Yes",103.866,3,2611,0,4,9,686,"True",2611,989,103,8,989,"Management Occupations","True",21000,"good hit!","Undergraduate Degree",0,6,21018,10
12,1,"Male",2,4,0,"No",35.572,1080,1000,8,6,"No",134.129,6,2612,0,4,8,1080,"True",2612,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",21013,"","High School",0,8,21025,0
10,1,"Female",3,4,3,"No",24.83,768,103,8,2,"Yes",101.695,2,2613,0,4,4,768,"True",2613,1351,103,8,1351,"Education, Training, and Library Occupations","True",20996,"","Graduate Degree",0,5,21011,0
12,1,"Male",4,3,1,"No",28.561,768,1000,105,4,"Unsure",53.103,4,2614,0,3,7,768,"True",2614,1351,103,8,1351,"Student, Trainee","True",20987,"","High School",0,6,20993,0
12,1,"Male",2,4,0,"No",24.826,900,1000,10,5,"No",102.334,5,2616,0,4,8,900,"True",2616,1425,103,8,1425,"Transportation and Material Moving Occupations","True",21215,"","High School",2,8,21221,0
12,1,"Male",1,4,39,"No",38.497,767,100,10,2,"No",185.708,2,2618,0,4,10,767,"True",2618,1349,103,8,1349,"Food Preparation and Serving Related Occupations","True",21045,"","High School",20,11,21055,0
12,1,"Male",2,3,1,"No",120.354,900,1000,2,1,"No",36.506,1,2619,0,3,5,900,"True",2619,1585,103,8,1585,"Computer and Mathematical Occupations","True",20989,"Nice survey","High School",0,5,21038,17
13,1,"Male",2,5,0,"No",22.297,1079,1000,10,1,"No",48.342,1,2621,0,5,6,1079,"True",2621,1903,103,8,1903,"Education, Training, and Library Occupations","True",20997,"Thanks!","Undergraduate Degree",0,5,21010,10
11,1,"Female",2,2,0,"No",35.982,899,10,8,0,"No",85.23,0,2622,0,2,3,899,"True",2622,1423,103,8,1423,"Sales and Related Occupations","True",21035,"","Undergraduate Degree",0,5,21047,0
11,1,"Male",1,4,0,"No",32.679,1050,103,8,1,"No",163.019,1,2623,0,4,7,1050,"True",2623,1665,103,8,1665,"Computer and Mathematical Occupations","True",21061,"","Professional School",0,6,21070,0
10,1,"Male",4,5,0,"No",25.237,800,103,8,4,"Yes",46.753,4,2624,0,5,5,800,"True",2624,1280,103,8,1280,"Food Preparation and Serving Related Occupations","True",21026,"","Undergraduate Degree",0,4,21040,0
13,1,"Male",1,3,0,"No",46.752,1050,100,1,5,"Yes",97.231,5,2625,0,3,6,1050,"True",2625,1665,103,8,1665,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21046,"","High School",0,6,21059,0
17,1,"Male",1,5,1,"No",24.604,768,95,8,6,"No",106.961,6,2626,0,5,6,768,"True",2626,1351,103,8,1351,"Other","True",21049,"","High School",0,5,21053,0
10,2,"Female",1,3,0,"No",33.207,1080,1000,8,2,"No",121.739,2,2628,0,3,8,1080,"True",2628,1905,103,8,1905,"Office and Administrative Support Occupations","True",21064,"","Undergraduate Degree",0,12,21075,0
12,2,"Female",1,4,0,"No",29.195,1024,103,8,6,"Yes",145.576,6,2629,0,4,12,1024,"True",2629,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21063,"thank you!","High School",0,9,21073,11
9,1,"Male",1,4,0,"No",32.369,900,1000,103,2,"Yes",282.202,2,2630,0,4,7,900,"True",2630,1432,103,8,1432,"Other","True",21109,"","Professional School",0,5,21120,0
11,1,"Female",1,2,16,"No",63.454,738,1000,80,3,"No",65.739,3,2631,0,2,7,738,"True",2631,1007,103,8,1007,"Other","True",21051,"","High School",0,4,21072,0
14,3,"Male",1,3,1,"No",33.126,720,10,8,0,"No",99.099,0,2632,0,3,11,720,"True",2632,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",21062,"","High School",0,7,21074,0
13,1,"Female",2,4,0,"No",118.253,768,1000,123,2,"No",181.315,2,2633,0,4,10,768,"True",2633,1009,103,8,1009,"Other","True",21089,"Very important survery.  Every Woment must know about brest cancer & mamogram.","Undergraduate Degree",0,9,21128,86
9,1,"Female",2,4,37,"No",17.902,800,1000,8,2,"Yes",95.86,2,2634,0,4,7,800,"True",2634,1280,103,8,1280,"Education, Training, and Library Occupations","True",21066,"","Undergraduate Degree",15,6,21071,0
14,1,"Male",1,3,0,"No",31.41,768,1000,12,2,"No",58.204,2,2636,0,3,6,768,"True",2636,1351,103,8,1351,"Student, Trainee","True",21056,"Interesting HIT!","High School",0,6,21067,18
13,1,"Male",1,2,4,"No",35.032,800,103,8,2,"No",148.715,2,2637,0,2,5,800,"True",2637,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",21155,"No comments","Undergraduate Degree",0,4,21163,39
12,1,"Male",1,4,0,"No",37.687,863,103,8,3,"No",129.134,3,2638,0,4,8,863,"True",2638,1519,103,8,1519,"Unemployed, Retired, Homemaker","True",21091,"No concerns","High School",0,8,21100,12
17,2,"Female",3,3,0,"No",21.805,1079,1000,10,4,"Yes",65.027,4,2639,0,3,7,1079,"True",2639,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",21077,"none","Undergraduate Degree",0,7,21082,4
10,1,"Female",2,5,10,"No",60.314,767,1000,10,3,"No",155.969,3,2642,0,5,6,767,"True",2642,1349,103,8,1349,"Business and Financial Operations Occupations","True",21117,"","Graduate Degree",0,5,21140,0
6,1,"Female",2,5,12,"No",42.817,800,1000,10,3,"No",102.179,3,2643,0,5,6,800,"True",2643,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",21101,"","Undergraduate Degree",6,5,21114,0
11,1,"Male",1,2,0,"No",58.896,839,1000,6,2,"No",45.828,2,2644,0,2,5,839,"True",2644,1327,103,8,1327,"Unemployed, Retired, Homemaker","True",21090,"I feel this is an honest answer, I do believe that things like this are hyped and not as many women will have actual breast cancer. I hope my information helps you and thank you for your time.","High School",0,6,21107,203
14,1,"Female",2,3,1,"No",30.6,768,1000,15,2,"Yes",161.032,2,2646,0,3,6,768,"True",2646,1351,103,8,1351,"Business and Financial Operations Occupations","True",21119,"","Undergraduate Degree",0,8,21133,0
11,1,"Female",2,5,2,"No",68.993,899,103,8,3,"Yes",220.523,3,2648,0,5,4,899,"True",2648,1440,103,8,1440,"Architecture and Engineering Occupations","True",21188,"none","Undergraduate Degree",0,5,21207,5
10,1,"Female",1,2,0,"No",33.961,1024,1000,10,2,"No",43.252,2,2649,0,2,6,1024,"True",2649,1265,103,8,1265,"Sales and Related Occupations","True",21088,"","High School",0,6,21096,0
15,2,"Male",1,3,8,"No",48.7,837,990,8,2,"Yes",177.616,2,2650,0,3,6,837,"True",2650,1584,103,8,1584,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21152,"medical terms are hard to deal with when you don't  know any of them.","Undergraduate Degree",0,8,21167,69
13,1,"Female",2,4,1,"No",35.43,900,1000,10,1,"No",53.403,1,2651,0,4,6,900,"True",2651,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21097,"","Undergraduate Degree",0,6,21110,0
11,1,"Female",2,3,3,"No",43.834,768,1000,10,1,"Unsure",42.853,1,2652,0,3,6,768,"True",2652,1351,103,8,1351,"Student, Trainee","True",21099,"","High School",0,5,21113,0
18,1,"Male",3,4,1,"No",25.977,864,1000,103,6,"Yes",153.742,6,2653,0,4,27,692,"True",2653,1521,103,8,1217,"Computer and Mathematical Occupations","True",21146,"","Undergraduate Degree",0,9,21151,0
15,1,"Male",2,3,0,"No",53.516,900,1000,10,0,"No",89.003,0,2654,0,3,17,900,"True",2654,1425,103,8,1425,"Sales and Related Occupations","True",21158,"","Undergraduate Degree",0,4,21177,0
12,1,"Female",2,3,7,"No",42.526,767,10,8,6,"Yes",75.626,6,2655,0,3,9,767,"True",2655,1349,103,8,1349,"Office and Administrative Support Occupations","True",21125,"","Undergraduate Degree",0,8,21138,0
10,1,"Female",1,4,0,"No",27.191,768,10,8,1,"No",53.25,1,2656,0,4,4,768,"True",2656,1007,103,8,1007,"Food Preparation and Serving Related Occupations","True",21112,"","High School",0,4,21126,0
13,1,"Female",1,3,1,"No",68.839,720,10,8,1,"Yes",290.906,1,2657,0,3,3,720,"True",2657,1263,103,8,1263,"Healthcare Practitioners and Technical Occupations","True",21195,"","Graduate Degree",2,5,21211,0
13,1,"Female",3,3,0,"No",23.203,1050,1000,10,4,"No",80.755,4,2658,0,3,8,1050,"True",2658,1665,103,8,1665,"Office and Administrative Support Occupations","True",21127,"","High School",0,7,21134,0
10,1,"Male",2,3,1,"No",40.279,768,100,12,6,"No",66.204,6,2659,0,3,5,768,"True",2659,1345,103,8,1345,"Sales and Related Occupations","True",21121,"","Undergraduate Degree",0,6,21136,0
11,2,"Male",1,3,0,"No",89.239,800,103,10,3,"Unsure",180.919,3,2660,0,3,6,800,"True",2660,1265,103,8,1265,"Building and Grounds Cleaning and Maintenance Occupations","True",21161,"No comments.","Undergraduate Degree",1,7,21187,13
11,1,"Female",1,5,11,"No",30.032,767,40,32,6,"Yes",13.908,6,2661,0,5,5,767,"True",2661,1349,103,8,1349,"Healthcare Support Occupations","True",21118,"","High School",8,4,21131,0
10,1,"Male",3,3,0,"No",24.566,768,103,8,3,"Yes",167.188,3,2662,0,3,4,768,"True",2662,1351,103,8,1351,"Computer and Mathematical Occupations","True",21168,"","Professional School",0,7,21179,0
11,1,"Female",1,3,0,"No",19.943,900,1000,10,3,"No",80.165,3,2663,0,3,7,900,"True",2663,1585,103,8,1585,"Office and Administrative Support Occupations","True",21135,"","High School",0,5,21141,0
12,1,"Male",2,3,0,"No",21.833,799,1000,90,3,"No",80.161,3,2664,0,3,19,799,"True",2664,1280,103,8,1280,"Food Preparation and Serving Related Occupations","True",21143,"none","Undergraduate Degree",0,4,21148,4
11,1,"Male",1,4,0,"No",35.362,899,10,9,3,"No",247.128,3,2666,0,4,3,899,"True",2666,1440,103,8,1440,"Unemployed, Retired, Homemaker","True",21204,"None. Thank you.","High School",0,5,21210,18
23,1,"Male",4,0,0,"No",23.514,1049,103,8,5,"Yes",162.129,5,2669,0,4,6,922,"True",2669,1663,103,8,1680,"Education, Training, and Library Occupations","True",21173,"","Undergraduate Degree",16,14,21189,2
12,1,"Female",3,4,0,"No",18.978,768,100,11,1,"Yes",59.1,1,2670,0,4,5,768,"True",2670,1351,103,8,1351,"Student, Trainee","True",21145,"","High School",0,5,21149,0
12,1,"Female",1,3,1,"No",28.624,900,1000,8,2,"No",180.149,2,2672,0,3,5,900,"True",2672,1585,103,8,1585,"Business and Financial Operations Occupations","True",21192,"","High School",0,5,21202,0
17,1,"Male",3,5,0,"No",21.965,1023,1000,10,2,"No",66.946,2,2673,0,5,7,1023,"True",2673,1263,103,8,1263,"Unemployed, Retired, Homemaker","True",21159,"","High School",0,7,21166,0
11,5,"Female",1,4,0,"No",21.829,900,100,1,3,"Yes",126.944,3,2674,0,4,10,900,"True",2674,1425,103,8,1425,"Sales and Related Occupations","True",21178,"","High School",0,17,21184,0
10,1,"Male",3,5,0,"No",29.598,900,1000,10,5,"No",90.928,5,2676,0,5,7,900,"True",2676,1425,103,8,1425,"Computer and Mathematical Occupations","True",21175,"","Undergraduate Degree",0,7,21183,0
11,1,"Male",1,3,0,"No",12.918,899,10,1,2,"No",32.229,2,2677,0,3,6,899,"True",2677,1425,103,8,1425,"Unemployed, Retired, Homemaker","True",21164,"","High School",0,5,21172,0
10,2,"Female",2,3,7,"No",19.823,600,95,8,6,"No",51.773,6,2678,0,3,5,600,"True",2678,1009,103,8,1009,"Unemployed, Retired, Homemaker","True",21174,"","Undergraduate Degree",0,5,21180,0
11,1,"Female",1,5,0,"No",22.596,900,1000,10,5,"No",41.676,5,2679,0,5,7,900,"True",2679,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",21181,"","High School",0,5,21186,0
9,1,"Female",1,4,0,"No",35.075,800,1000,10,1,"No",135.459,1,2683,0,4,12,800,"True",2683,1280,103,8,1280,"Sales and Related Occupations","True",21218,"","Undergraduate Degree",0,4,21227,0
11,1,"Male",2,3,20,"No",25.733,767,10,8,3,"No",47.844,3,2685,0,3,4,767,"True",2685,1353,103,8,1353,"Student, Trainee","True",21205,"","Undergraduate Degree",0,4,21209,0
12,1,"Female",4,3,0,"No",63.505,900,103,8,5,"Yes",147.697,5,2686,0,3,4,900,"True",2686,1585,103,8,1585,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21222,"I was going to express it as a percent, but the form did not make that easy.","High School",0,5,21240,137
17,1,"Female",1,3,1,"No",16.011,768,1000,80,4,"Yes",45.719,4,2687,0,3,13,768,"True",2687,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21198,"","High School",0,4,21203,0
14,2,"Female",1,2,0,"No",107.899,799,1000,880,0,"Yes",162.945,0,2689,0,2,14,799,"True",2689,1263,103,8,1263,"Computer and Mathematical Occupations","True",21230,"","Undergraduate Degree",0,12,21255,31
18,1,"Male",1,3,1,"No",45.248,768,1000,10,2,"Yes",129.484,2,2690,0,3,6,768,"True",2690,1351,103,8,1351,"Computer and Mathematical Occupations","True",21223,"","Graduate Degree",0,5,21235,0
10,1,"Female",5,5,0,"No",14.99,1024,80,1,5,"Yes",66.385,5,2691,0,5,4,1024,"True",2691,1265,103,8,1265,"Life, Physical, and Social Science Occupations","True",21232,"","Undergraduate Degree",0,4,21234,0
14,2,"Female",1,1,0,"No",57.985,800,100,8,6,"Yes",190.408,6,2694,0,1,11,800,"True",2694,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21262,"I tried to compute an exact answer, converting the statistics given to comparable amounts (x out of 1000, percentages, etc) but didn't know what to do with the information once it was converted, so I mostly went with my best guess.","Graduate Degree",0,5,21271,254
12,1,"Female",2,4,0,"No",27.975,768,100,1,0,"No",64.495,0,2696,0,4,4,768,"True",2696,1351,103,8,1351,"Healthcare Practitioners and Technical Occupations","True",21242,"Thank you ","Undergraduate Degree",0,5,21250,11
12,1,"Male",2,3,0,"No",28.521,767,1000,103,4,"Yes",68.106,4,2697,0,3,13,767,"True",2697,1007,103,8,1007,"Computer and Mathematical Occupations","True",21236,"","Undergraduate Degree",0,5,21244,0
13,1,"Female",3,2,0,"No",17.574,1024,1000,10,0,"Unsure",101.002,0,2699,0,2,12,1024,"True",2699,1265,103,8,1265,"Student, Trainee","True",21247,"","Undergraduate Degree",0,6,21251,0
6,1,"Female",1,3,0,"No",28.238,1080,1000,10,5,"Unsure",60.865,5,2700,0,3,6,1080,"True",2700,1920,103,8,1920,"Other","True",21246,"","Undergraduate Degree",0,5,21252,0
10,3,"Male",3,5,0,"No",33.332,1050,103,8,6,"Yes",176.839,6,2701,0,5,13,1050,"True",2701,1665,103,8,1665,"Computer and Mathematical Occupations","True",21263,"","Undergraduate Degree",0,10,21270,0
10,1,"Male",2,4,0,"No",35.938,768,103,8,4,"No",99.383,4,2702,0,4,29,768,"True",2702,1009,103,8,1009,"Business and Financial Operations Occupations","True",21254,"","High School",0,4,21260,0
10,1,"Male",3,5,0,"No",20.352,1050,95,8,5,"No",22.055,5,2703,0,5,3,1050,"True",2703,1680,103,8,1680,"Education, Training, and Library Occupations","True",21237,"","Undergraduate Degree",0,5,21241,0
15,1,"Male",1,1,0,"No",66.763,1023,1000,10,3,"No",208.285,3,2704,0,1,7,1023,"True",2704,1263,103,8,1263,"Business and Financial Operations Occupations","True",21277,"none","Undergraduate Degree",0,6,21290,4
12,1,"Male",1,5,0,"No",64.072,768,1000,10,4,"No",47.402,4,2705,0,5,6,768,"True",2705,1009,103,8,1009,"Computer and Mathematical Occupations","True",21313,"As per the Diagram that must be 10 women have breast cancer out of 1000 women. Thank You.","Graduate Degree",0,5,21327,97
11,1,"Female",3,5,0,"No",21.29,1080,1000,10,1,"No",48.597,1,2706,0,5,7,1080,"True",2706,1905,103,8,1905,"Legal Occupations","True",21256,"","Undergraduate Degree",0,4,21259,0
12,2,"Female",1,4,3,"No",33.422,768,990,95,3,"Yes",126.623,3,2707,0,4,20,768,"True",2707,1351,103,8,1351,"Student, Trainee","True",21276,"","High School",0,8,21280,0
12,1,"Female",3,3,1,"No",23.601,768,990,10,4,"Unsure",36.796,4,2709,0,3,5,768,"True",2709,1351,103,8,1351,"Community and Social Services Occupations","True",21264,"Great survey!!!","Undergraduate Degree",0,7,21267,17
11,1,"Female",1,3,0,"No",30.478,1080,100,10,4,"No",99.32,4,2710,0,3,7,1080,"True",2710,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",21282,"","High School",0,4,21289,0
11,1,"Female",1,4,0,"No",48.764,799,1000,10,6,"No",24.974,6,2711,0,4,6,799,"True",2711,1280,103,8,1280,"Unemployed, Retired, Homemaker","True",21287,"n/a","High School",0,5,21297,3
15,1,"Male",2,3,0,"No",36.579,1143,1000,10,3,"Yes",88.419,3,2712,0,3,7,1143,"True",2712,1829,103,8,1829,"Computer and Mathematical Occupations","True",21286,"","Undergraduate Degree",0,5,21294,0
11,1,"Male",3,5,0,"No",30.888,899,103,8,2,"Yes",54.133,2,2713,0,5,5,899,"True",2713,1583,103,8,1583,"Other","True",21309,"","Undergraduate Degree",0,4,21316,0
10,1,"Female",3,3,0,"No",31.952,900,100,10,5,"No",35.918,5,2714,0,3,5,900,"True",2714,1425,103,8,1425,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21278,"","Undergraduate Degree",0,6,21285,0
14,1,"Male",2,3,0,"No",18.537,768,1100,200,2,"No",81.368,2,2715,0,3,29,768,"True",2715,1351,103,8,1351,"Student, Trainee","True",21288,"","High School",0,5,21293,0
18,2,"Male",3,2,0,"No",15.307,900,1000,10,0,"Yes",80.097,0,2716,0,2,6,900,"True",2716,1585,103,8,1585,"Computer and Mathematical Occupations","True",21292,"","Undergraduate Degree",0,12,21296,0
11,1,"Male",4,5,0,"No",44.358,800,103,8,2,"No",125.568,2,2717,0,5,9,800,"True",2717,1265,103,8,1265,"Healthcare Practitioners and Technical Occupations","True",21311,"No useful comments, but good luck with your research.","Undergraduate Degree",0,5,21320,68
11,1,"Female",2,2,1,"No",21.357,768,10,1,6,"No",70.557,6,2718,0,2,7,768,"True",2718,1349,103,8,1349,"Unemployed, Retired, Homemaker","True",21300,"","Undergraduate Degree",0,6,21306,0
12,2,"Male",2,3,7,"No",62.739,599,10,8,5,"No",39.203,5,2719,0,3,4,599,"True",2719,1007,103,8,1007,"Education, Training, and Library Occupations","True",21291,"I hope I answered the question right. With regards to calculating conditional probabilities, I completed an introductory statistics course, as well as Psychological Research I & II, respectively, and a capstone course (Research in Personality Psychology), where we used SPSS.","Undergraduate Degree",0,5,21308,305
18,2,"Male",1,2,0,"No",114.531,1080,10,8,4,"Unsure",95.042,4,2721,0,2,3,1080,"True",2721,1905,103,8,1905,"Sales and Related Occupations","True",21307,"It's been a LONG time since I've sat in a math class. I took a Criminal Justice path in the university and luckily only had to take a single math class. Even if I assumed my answer was 100% correct, I'd still doubt my comprehension in finding the correct answer. I do not like math.","High School",0,7,21332,416
12,1,"Male",2,4,0,"No",56.459,959,600,6,4,"No",217.295,4,2722,0,4,8,959,"True",2722,1263,103,8,1263,"Unemployed, Retired, Homemaker","True",21364,"","High School",0,6,21373,0
13,1,"Female",3,4,0,"No",30.402,1050,1000,10,0,"No",39.882,0,2724,0,4,6,1050,"True",2724,1665,103,8,1665,"Unemployed, Retired, Homemaker","True",21305,"","High School",0,5,21312,0
10,2,"Female",1,2,1,"No",106.591,799,1003,8,4,"Yes",129.552,4,2725,0,2,9,799,"True",2725,1265,103,8,1265,"Office and Administrative Support Occupations","True",21330,"The chart was very confusing to read, which I'm sure is intentional.  I tried making some calculations to get the answer, but that confused me more.","High School",0,8,21351,180
11,1,"Female",1,3,0,"No",29.519,768,10,8,6,"No",64.767,6,2726,0,3,3,768,"True",2726,1351,103,8,1351,"Office and Administrative Support Occupations","True",21323,"","Undergraduate Degree",0,6,21328,0
13,1,"Female",2,4,21,"No",32.817,719,95,8,4,"No",97.945,4,2727,0,4,3,719,"True",2727,1263,103,8,1263,"Unemployed, Retired, Homemaker","True",21324,"","High School",0,5,21333,0
11,1,"Male",1,4,1,"No",33.644,617,103,10,2,"Yes",121.368,2,2728,0,4,9,617,"True",2728,1089,103,8,1089,"Personal Care and Service Occupations","True",21331,"","High School",3,7,21340,0
13,1,"Male",2,3,0,"No",40.769,1365,1000,10,4,"Yes",68.232,4,2729,0,3,8,1365,"True",2729,1707,103,8,1707,"Computer and Mathematical Occupations","True",21329,"","Undergraduate Degree",1,5,21339,0
12,1,"Male",1,5,0,"No",189.898,1080,10,1,4,"No",137.536,4,2730,0,5,3,1080,"True",2730,1905,103,8,1905,"Sales and Related Occupations","True",21347,"It seems 100 out of 1000 would test positive or 1 out of 10. My sister had breast cancer 30 years ago and now has it again. Stage 3 both times.","High School",0,5,21386,172
12,1,"Male",1,2,0,"No",52.435,1080,1000,10,5,"No",55.193,5,2731,0,2,19,1080,"True",2731,1905,103,8,1905,"Healthcare Support Occupations","True",21334,"Tough bit of estimation for that crazy graphic","Undergraduate Degree",0,12,21346,47
12,1,"Male",1,2,0,"No",25.748,800,10,1,4,"No",89.591,4,2733,0,2,10,800,"True",2733,1280,103,8,1280,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21338,"","Undergraduate Degree",0,17,21344,10
6,1,"Female",2,4,6,"No",24.813,1080,1000,8,0,"Yes",143.822,0,2735,0,4,8,1080,"True",2735,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",21355,"","Undergraduate Degree",1,5,21359,0
11,1,"Male",4,3,0,"No",29.933,768,103,10,2,"Yes",145.304,2,2736,0,3,5,768,"True",2736,1349,103,8,1349,"Management Occupations","True",21365,"it was a great survey","Graduate Degree",0,7,21371,23
13,1,"Male",1,2,0,"No",31.324,1080,10,2,5,"No",201.966,5,2737,0,2,5,1080,"True",2737,1905,103,8,1905,"Healthcare Support Occupations","True",21374,"","Undergraduate Degree",0,18,21385,0
11,2,"Female",1,2,12,"No",46.262,767,100,8,2,"Unsure",39.917,2,2738,0,2,6,767,"True",2738,1349,103,8,1349,"Unemployed, Retired, Homemaker","True",21358,"","High School",0,7,21369,0
14,4,"Male",3,3,0,"No",23.247,900,1000,10,0,"No",34.914,0,2740,0,3,6,900,"True",2740,1585,103,8,1585,"Management Occupations","True",21349,"","Undergraduate Degree",0,10,21353,0
15,2,"Female",1,4,0,"No",23.197,899,10,2,1,"Yes",43.705,1,2741,0,4,9,899,"True",2741,1583,103,8,1583,"Production Occupations","True",21381,"I have none. ","Undergraduate Degree",0,11,21388,14
11,1,"Male",2,5,0,"No",33.58,1079,103,8,6,"No",81.715,6,2742,0,5,4,1079,"True",2742,1903,103,8,1903,"Life, Physical, and Social Science Occupations","True",21380,"","Undergraduate Degree",0,6,21391,0
11,1,"Female",2,3,0,"No",29.187,800,1000,8,4,"Yes",68.031,4,2743,0,3,6,800,"True",2743,1280,103,8,1280,"Unemployed, Retired, Homemaker","True",21361,"","High School",0,4,21370,0
10,1,"Male",1,3,0,"No",38.07,1080,40,32,3,"Unsure",124.998,3,2744,0,3,6,1080,"True",2744,1905,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21377,"","Undergraduate Degree",0,5,21387,0
13,3,"Male",3,2,0,"No",21.456,800,103,8,5,"No",206.083,5,2745,0,2,10,800,"True",2745,1265,103,8,1265,"Student, Trainee","True",21396,"","High School",0,8,21399,0
11,1,"Male",1,2,0,"No",50.441,768,1000,10,0,"Yes",70.584,0,2746,0,2,6,768,"True",2746,1345,103,8,1345,"Building and Grounds Cleaning and Maintenance Occupations","True",21378,"","High School",0,5,21393,0
6,1,"Male",2,5,0,"No",24.192,1050,103,8,6,"Yes",66.034,6,2747,0,5,5,1050,"True",2747,1680,103,8,1680,"Unemployed, Retired, Homemaker","True",21376,"","Undergraduate Degree",0,5,21384,0
12,2,"Female",4,4,18,"No",19.647,767,103,8,6,"Yes",85.935,6,2748,0,4,9,767,"True",2748,1349,103,8,1349,"Life, Physical, and Social Science Occupations","True",21383,"","Professional School",0,12,21389,0
18,1,"Male",1,5,10,"Yes",76.843,767,1000,10,4,"No",182.73,4,2750,0,5,6,767,"True",2750,1349,103,8,1349,"Unemployed, Retired, Homemaker","True",21427,"","High School",0,5,21441,5
11,1,"Male",4,5,0,"No",45.87,900,10,8,2,"No",122.863,2,2751,0,5,3,900,"True",2751,1585,103,8,1585,"Business and Financial Operations Occupations","True",21400,"I tried doing it in my head, did not want to write anything down as it felt like the experiment wanted a genuine answer. Thanks!","Undergraduate Degree",0,8,21404,139
11,2,"Male",1,1,0,"No",22.573,1079,1000,6,2,"No",95.862,2,2753,0,1,7,1079,"True",2753,1903,103,8,1903,"Sales and Related Occupations","True",21412,"","High School",0,6,21414,0
11,1,"Female",1,1,0,"No",24.954,799,1000,7,0,"No",64.859,0,2754,0,1,7,799,"True",2754,1263,103,8,1263,"Other","True",21397,"","Undergraduate Degree",0,9,21401,0
16,1,"Female",3,2,0,"No",17.771,1024,1000,8,3,"No",45.775,3,2756,0,2,6,1024,"True",2756,1265,103,8,1265,"Education, Training, and Library Occupations","True",21402,"","Undergraduate Degree",0,4,21405,0
13,1,"Male",3,4,0,"No",30.022,1023,100,10,1,"No",81.882,1,2757,0,4,5,1023,"True",2757,1264,103,8,1264,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21416,"","Undergraduate Degree",0,5,21419,0
